location,loctype,counts,lon,lat,comments,attitudes,reposts,price,introduction,开放时间,关闭时间,动物,赏花,文化典故,美食,带娃
三峰清凉禅寺,名胜古迹,173,120.71168,31.67444,457,10,32,0,明嘉靖时遭倭寇之乱，僧众散去，寺亦日渐倾圮。万历时住持洞闻重建寂照堂，未几移主兴福寺。万历三十八年（1610），汉月法藏自无锡来此栖隐，主僧见其气宇非凡，遂延请住持三峰。汉月法藏禅律兼修，为士民所钦仰，赵承谦赵用贤父子、陆尊礼、包福民等合邑善信大力护持，倡缘劝募，增扩寺基，营建殿堂寮舍，重塑金身。自明末至清康熙间，次第建成天王殿、千华殿、大悲殿、准提阁，松演堂、禅堂、精进堂、丈室、山门，并建养生堂，荼毗窑、普同塔院，凡栖真梵修退养送葬之所毕备。汉月法藏从明高僧莲池大师受戒，后得到天童寺高僧密云圆悟和尚印证，传为法嗣。汉月法藏圆寂后，有董其昌和黄宗羲书写的塔铭。三峰禅法独特，道风大振，远近响慕，与杭州灵隐、宁波天童鼎峙，为明清时期临济一系祖庭。,8:00,17:00,,,1,,
沙溪古镇,名胜古迹,4832,121.095459,31.441385,9544,558,1176,50,沙溪镇自然风景秀丽，名胜古迹众多，文化底蕴浓厚，旅游资源丰厚。饭甑山历史悠久，别致精巧；“赣东第一洞天”黄岩洞鬼斧神工，唐武宗年间建的“黄岩寺”香火鼎盛，朝圣者济济；铅石山，山势挺拔、险峻神奇、地势险要、奇山怪石、山清水秀，极具旅游观光价值。建于明朝天启年间的青岩寺，建筑雄伟，布局精巧，形式“双狮滚珠”；东滩丛林多竹，郁郁葱葱。,8:00,17:00,,,1,1,
双塔,名胜古迹,723,120.6350403,31.30599976,1432,60,99,20,苏州双塔又称罗汉院双塔，位于江苏省苏州市凤凰街定慧寺巷的双塔院内，二塔“外貌”几乎完全一样，分为7层，东塔高33.3米，西塔略高，33.7米。双塔建于北宋太平兴国年间，是一对佛塔，两塔间相距仅20来米。像这样紧紧靠在一起的双塔全国是惟一的，因为能在这么近修建两座塔，对地基的要求相当高，显示出古代劳动人民建筑之科学精巧，智慧之高超绝伦。现苏州双塔与正殿遗迹被列为全国重点文物保护单位。,8:00,17:00,,,1,,
苏州昆山亭林园,名胜古迹,790,120.954498,31.3882908,1206,90,221,30,"亭林园位于江苏省苏州市昆山市西北隅，园中的玉峰山形似马鞍，曾名为马鞍山公园，后因纪念顾炎武（号亭林）而改名，公园占地面积为850余亩。
亭林园内有顾炎武纪念馆、昆曲博物馆、昆石馆等建筑，有昆石、琼花、并蒂莲等景观，其中昆石在2007年被昆山市人民政府列入第一批昆山市级非物质文化遗产代表作名录。
2005年，亭林园被评为国家AAAA级旅游景区。",8:00,17:00,,,1,,1
苏州灵岩山寺,名胜古迹,1652,120.50698,31.254476,2895,172,425,0,"岩山寺，位于江苏省苏州市太湖之滨，木渎古镇西北，位于有着“秀绝冠江南”之称的海拔二百二十公尺（高三百六十丈）的灵岩山麓上；始建于西晋，是一座具有1600余年历史的庄严古刹。
灵岩山寺，又名崇报寺，梁时名秀峰寺，唐代始称今名。明弘治年间寺庙遭毁，清康熙时重建；咸丰时又毁于战火，现存殿主要为印光法师于三十年代重建。灵岩山寺的中轴线上有天王殿（有实物记载庚申年重修）、大雄宝殿、念佛堂三进殿堂，东部为多宝塔、钟楼、香光厅等建筑，西部为花园。天王殿正中供奉天冠弥勒，后为持杵坐像韦驮，两旁为彩塑四大天王像。
灵岩山寺，大雄宝殿高25米，宽20米。正中供奉释迦牟尼佛像，高6米。两旁侍立迦叶和阿难两大弟子像。",8:00,17:00,,,1,,
苏州甪直古镇旅游区,名胜古迹,870,120.8923073,31.2594104,1831,103,219,78,"甪直古镇隶属苏州市吴中区，位于苏州市东部，西距苏州城区18公里，东距上海58公里。
甪直古镇是具有2500年历史的江南水乡古镇，水多，桥多，巷多，古宅多，名人多。主要的景点有保圣寺、叶圣陶纪念馆、江南文化园等。
甪直古镇先后于2001年被评定为国家4A级旅游风景区、2003年被命名为中国历史文化名镇、2004年被命名为全国环境优美镇 、2008年被命名为中国民间文化艺术之乡、2011年被命名为中国特色景观旅游名镇、2012年被列入更新的《中国世界文化遗产预备名单》",8:00,17:00,,,1,,
苏州市狮子林,名胜古迹,5651,120.729004,31.308574,13322,630,800,30,"狮子林始建于元代至正二年（1342年），是中国古典私家园林建筑的代表之一。属于苏州四大名园之一。狮子林同时又是世界文化遗产、全国重点文物保护单位、国家AAAA级旅游景区。
狮子林位于苏州城内东北部。因园内石峰林立，多状似狮子，故名“狮子林”。狮子林平面呈长方形，面积约15亩，林内的湖石假山多且精美，建筑分布错落有致，主要建筑有燕誉堂、见山楼、飞瀑亭、问梅阁等。
由于林园几经兴衰变化，寺、园、宅分而又合，传统造园手法与佛教思想相互融合，以及近代贝氏家族把西洋造园手法和家祠引入园中，使其成为融禅宗之理、园林之乐于一体的寺庙园林。",7:30,17:30,,,1,,
苏州吴江市静思园,名胜古迹,611,120.69207,31.15802,1145,65,145,50,静思园位于江苏省苏州市吴江区近郊，是有独特艺术风格的江南地区古典园林风格建筑。始建于1993年，占地一百多亩。园中建筑小巧别致，有鹤亭桥、小垂虹、静远堂、天香书屋、庞山草堂、苏门砖雕和盆景园、历代科学家碑廊、咏石诗廊等景点。静思园中最不可错过的便是石头，园中汇集各种精品名石。,8:00,17:00,,,1,,
苏州拙政园,名胜古迹,15999,121.133682,31.141228,36821,2140,4194,70,"拙政园（Humble Administrator’s Garden），位于江苏省苏州市姑苏区东北街178号。明正德八年（1513年），解官回乡的御史王献臣，以大弘寺基建造宅园，取西晋潘岳《闲居赋》“筑室种树……此亦拙者之为政也”之意题名拙政园。后屡易其主，并几度入官，迭经兴衰分合。1860年至1863年曾属太平天国忠王府。1951年整修。
拙政园占地面积78亩（52000平方米），全园分东、中、西三部分。另有住宅部分现为园林博物馆展厅。东部明快开朗，以平冈远山、松林草坪、竹坞曲水为主。中部为拙政园精华所在，池水面积占1/3，以水为主，池广树茂，景色自然，临水布置了形体不一、高低错落的建筑，主次分明。西部水池呈曲尺形，其特点为台馆分峙，回廊起伏，水波倒影，别有情趣，装饰华丽精美，主体建筑为靠近住宅一侧的卅六鸳鸯馆。拙政园的整个环境虽由人做，自然生态的野趣却十分突出，尚保留着明代建园之初的风范，被认为是江南古典园林的代表作和中国园林艺术的珍贵遗产。
1961年，拙政园被中华人民共和国国务院公布为第一批全国重点文物保护单位。1997年12月，作为苏州古典园林典型例证，经联合国教科文组织批准，拙政园与留园、网师园、环秀山庄共同列入《世界遗产名录》。2007年，苏州园林（拙政园－留园－虎丘）被评为国家AAAAA级旅游景区。",7:30,17:30,,1,1,,
太仓市双风古寺,名胜古迹,64,121.036294,31.519062,82,1,29,0,双凤纪念园毗靠千年古寺---双凤寺。晨钟暮鼓，佛光普照，自明代起就有“双凤福地”的美誉。周边为国家级旅游区双凤羊肉一条街、金仓湖风景区，聚天地之灵气，风景秀丽，环境安静而祥和，园内小桥流水，绿草茵茵。“五彩池”内锦鲫畅游，生机昂然，林荫步道纵横期间。“诸佛菩萨”、，“二十四孝”石雕故事分布园区，人文气息浓厚，更环抱千年古寺“双凤寺”以及“太仓市革命烈士陵园”，是一处美丽的人性化纪念园。,8:00,17:00,,,1,,
同觉寺,名胜古迹,170,121.20322,31.59218,277,17,78,0,太仓市同觉寺，始建于明朝永乐年间，距今已有近六百多年历史。传说当年建文帝曾避难至此，并栽植银杏树一棵（现存同觉寺公园），“同觉寺”的寺名也是建文帝根据其祖父朱元璋出家的“皇觉寺”而命名，因为明太祖由僧人的身份成就帝业，而建文帝也暗含了希望从僧人身份恢复帝业。,8:00,17:00,,,1,,
同里古镇,名胜古迹,14345,120.847061,30.868898,31358,2513,4137,100,"同里旧称“富土”，历史可上溯至六千年前的“崧泽文化”时期，建镇于宋代，文化积淀深厚，素为钟灵毓秀、人文荟萃之地。同里现存全国重点文物保护单位3处、省级文物保护单位3处、市级文物保护单位16处。同里古镇作为拥有两项世界文化遗产的江南水乡古镇，“苏州古典园林”的经典之作退思园以及流经同里的“京杭大运河”，被誉为“江南六大古镇”之一，旅游资源得天独厚，服务接待健全完善，是知名的国家AAAAA级景区。
千年古镇、世界同里，作为同里旅游的名片，古镇始终是海内外游客热捧的游览胜地，但同里的美远不止于古镇。 有位于同里镇东北部，总面积972.18公顷，湿地面积830.33公顷，湿地覆盖率高达85.41%。，号称同里之肾、生物天堂的同里国家湿地公园，园内森林面积4000亩左右，是融森林景观、田园景观、水网景观、自然景观为一体的湿地森林公园，2020年被国家林草局授予国家级湿地公园。目前是全国23个重点建设的国家湿地公园之一，也是长三角生态绿色一体化发展示范区内唯一的国家级湿地公园。有位于同里镇最北端的同里科技农业示范园，是国家现代农业示范园，规划总面积15000亩，号称同里油菜花天堂的同里镇北联村。同里镇北联村于2019年入选中国美丽休闲乡村。 近年来，同里先后获得中国十大历史文化名镇、中国十大魅力名镇、全国美丽宜居小镇等荣誉。",8:00,17:00,,,1,,
西园寺,名胜古迹,1223,120.591674,31.310688,2271,143,289,20,苏州西园寺坐落在江苏省苏州城西阊门外，创建于元代至元年间，距今已有700年历史。自1980年起，当地政府对这座江南名刹进行过3次维修。其布局严谨，有四大天王殿、大雄宝殿、五百罗汉堂、观音殿和藏经楼等建筑。大雄宝殿面阔五间，进深七间，前带露台，重檐歇山顶，气魄雄伟。大殿西侧的五百罗汉堂，为西园寺最独特建筑，规模宏大，三进四十八间，以四大名山塑座为中心，沿四壁排列着泥塑全身的五百罗汉像，神态各异，造型生动，构成一组高超完整的塑像群。罗汉堂第一进供有观音化身八十四尊大悲咒像和四面千手观音像。,8:00,17:00,,,1,,
兴福禅寺,名胜古迹,1007,120.73065,31.665588,1971,112,233,0,福禅寺位于江苏省常熟市虞山北麓，1983年被国务院公布为全国重点寺院。本寺创自南齐，至今已有千五百余年历史。初名“大慈寺”，梁大同三年(537)改名兴福寺。相传唐贞观年间，有黑白二龙交勇，冲迸成溪，遂成破涧，故又名“破山寺”。唐懿宗咸通九年(868)，敕赐破山兴福寺额，由是或称兴福寺，或称破山寺，或称破山兴福寺。,8:00,17:00,,,1,,
怡园,名胜古迹,246,120.87184,31.307659,419,32,45,20,怡园，苏州的古典园林，位于市区人民路原43号（现1265号），现有面积6270平方米。怡园为清光绪年间所建，园分东、西两部分，园西旧为祠堂，园南可通住宅。因建园较晚，吸收了诸园所长，如复廊、鸳鸯厅、假山、石舫等。1963年被列为苏州市文物保护单位，1982年被列为江苏省文物保护单位。,8:00,17:00,,,1,,
艺圃,名胜古迹,261,120.6093292,31.312871,516,48,101,20,"艺圃，又名醉颖堂、药圃，位于中国江苏省苏州市阊门内天库前文衙弄5号，始建于明朝嘉靖年间（1541年）。
艺圃总占地面积约为3300平方米，住宅占了大半，园林面积约1300平方米。艺圃前为住宅区。宅西为园林，面积为3000余平方米。住宅区前后厅之间均有院落，以砖雕门楼贯通。艺圃保存了明代园林的风格、布局和造园手法，以简练疏朗、自然质朴取胜，构筑精巧，园景幽致，可称明代住宅园林中的佳作，且为文震孟等名人故居所在，故具有较高的历史价值和艺术价值。
2006年5月25日，艺圃被中华人民共和国国务院公布为第六批全国重点文物保护单位。",8:00,17:00,,,1,,
云泉寺,名胜古迹,86,120.460785,31.3595939,187,15,50,0,"云泉寺原名云泉庵，开创于宋代，至今已有千年历史。当时的开山僧人法号叫珍护，人称珍护法师。云泉寺在明代，发展到了一个新的兴盛期。当时的吴中文人慕名前来，络绎不绝。有著名的文豪吴宽、沈周、王穉登等等，游玩之余，他们都留下了珍贵的诗篇。
其中最值得我们珍视的是明代成化年间吴宽、李应祯、张渊、史鉴等四人游阳山云泉庵观大石写的联句。一共41韵，82句410字。这首长诗取名为《游阳山云泉庵观大石联句》。
吴宽等四人的大石联句，在吴中文化史上有很高的地位，史书上称它为“我明兰亭”。意思是说，        大石联句称得上我们苏州地区明代的兰亭序。也就是说，它可以和东晋王羲之在浙江山阴写的兰亭序比美。
云泉寺目前开设有素斋馆和供香客居士住宿的云居。如果游客想在这里清修小住，那么，云泉寺可作为理想的首选之地。
",8:00,17:00,,,1,,
震泽古镇,名胜古迹,598,120.5124893,30.895373,1272,93,163,60,震泽古镇位于江苏省苏州市吴江区西南部，与浙江省毗邻，古称“吴头越尾”，是吴江的“西大门”。318国道和沪湖高速公路穿越震泽古镇北，处于大运河支流-塘河， [1]水路交通便利。震泽古镇是一个拥有二千多年历史的江南名镇，也是中国著名的蚕丝之乡，主要景点有师俭堂、慈云寺塔、王锡阐墓等，为国家AAAA级景区，2001年已列入国家级省重点保护古迹。,8:00,17:00,,,1,1,
重元寺,名胜古迹,712,120.8158875,31.35894,1167,91,164,0,"重元寺始建于南北朝梁武帝时期天监二年（公元503年），与同时代兴建的寒山寺仅隔一年，已经有1504年的历史了。
史上重元寺作为禅宗的佛教场所，香火极盛。重建后的重元寺，地处风景秀丽的阳澄湖半岛之中，最大的特色要属水上观音院内高达33米的观音圣像了，是体现重元寺莲花佛国、观音道场独特风貌的一处景观。
寺庙的建筑有山门、天王殿、钟鼓楼、大雄宝殿等。大雄宝殿建筑面积达2100平方米，是国内寺庙中最大的单体建筑。寺庙前的观音岛上供奉着目前中国室内最大的高33米的观音主像。
阳澄湖上远眺重元寺，雄伟的大雄宝殿气势恢弘，飞檐翘角的观音阁伟岸壮观，加上寺院层层推进的主体建筑和堪称海内巨制的观音像、铜腔皮革鼓、海岛观音壁以及能发出唐朝第一律第一声的铜钟等等，再现了当年重元寺的风采。",8:00,17:00,,,1,,
寒山寺,名胜古迹,9497,120.567848,31.31056,18712,1130,1702,20,"寒山寺位于苏州市姑苏区，始建于南朝萧梁代天监年间（公元502～519年），初名“妙利普明塔院”。寒山寺占地面积约1.3万平方米，建筑面积三千四百余平方米。
寒山寺属于禅宗中的临济宗。唐代贞观年间，当时的名僧寒山、希迁两位高僧创建寒山寺。1000多年内寒山寺先后5次遭到火毁（一说是7次），最后一次重建是清代光绪年间。历史上寒山寺曾是中国十大名寺之一，寺内古迹甚多，有张继诗的石刻碑文，寒山、拾得的石刻像，文徵明、唐寅所书碑文残片等。位于苏州市，是一座历史悠久的佛教寺庙，以其古老的建筑和庄严的佛像闻名。",8:00,17:00,,,1,,
灵岩寺,名胜古迹,56,120.50395,31.25992,85,1,3,0,"灵岩寺，位于江苏省苏州市西南郊十五公里的木渎镇灵岩山，山上原为吴王馆娃宫旧址，原名“秀峰寺”，宋改“显亲崇报禅院”，唐朝称“灵岩寺”，成了净土宗著名道场之一。东晋末陆沅舍宅为寺，梁天监年间（五○二至五一九年）重建寺，并增建佛塔一座。
灵岩寺，原有建筑除塔以外已不存在，现有建筑都为清末和民国时重建或增建。",8:00,17:00,,,1,,
罗汉寺,名胜古迹,16,120.29483,31.10057,4,0,3,0,"罗汉寺，位于苏州秉场村罗汉坞，地处幽谷，始建于五代后晋天福二年（937），明洪武初归并上方寺，明永乐年间僧悟修重修，不久寺废，明天启二年觉空禅师来居，寺始兴，至清乾隆三十二年（1768）寺得重建成，有《重兴古罗汉寺碑记》。
罗汉寺，清末后渐废，解放后沦为仓库，1984年由吴县园林管理处重建大殿（明湾清乾隆民居拆迁），增建可乐堂、山门，并有专人负责看管，对游人开放。
罗汉寺，相传吴王曾驻兵于此，故地名“兵场”，后误写作“秉场”。罗汉坞以寺而名，峰峦叠翠，果木森森，蔚然成海。寺前溪旁新建有石雕牌坊一座，额枋里刻民国18年（1929）李根源隶书“古罗汉寺”，对联“古树径通幽，梵音风作韵”由沈炳春撰写。",8:00,17:00,,,1,,
紫金庵,名胜古迹,62,120.3853993,31.06426386,115,6,4,0,"紫金庵罗汉塑像造型十分准确，形体比例适度，姿态生动，容貌各异。有的在凝想，有的在假寐，有的在讪笑，有的在愁思，各种姿态雕塑得惟妙惟肖，栩栩如生。“长眉”罗汉慈颜善目，满脸福相；“评酒”罗汉遍尝杜康，一副醉态；“伏虎”罗汉虽者态龙钟，然而却法力无边，只用手向老虎一招，那斑烂猛虎，竟如温柔小猫驯服在他的脚下舔袍角；而“抱膝”罗汉则傲气横溢，认为降伏一虎，只不过雕虫小技。右壁那3尊罗汉目光不约而同地注视柱头的蛟龙，只见“降龙”罗汉大眼圆睁，嘴唇紧闭，双脚脱鞋，放在座上，右手手掌向上，在做“请”蛟龙下来的姿势，左手则放在屈起的左膝上，神情威严自若，信心十足；一旁的“钦佩”罗汉，眼睛望着蛟龙，双手一摊，嘴一抿，对于“降龙”罗汉的法术不胜佩服之至；而“藐视”罗汉一旁翘着二郎腿，转过头去，一副不屑一顾的神情，但他那凹陷的眼睛却在窥视着柱头的蛟龙，看它是否真会被降伏，那心口异态的样子被表现得淋漓尽致。“听经”罗汉最为虔诚，他正专注一境听佛说法，而下彼此争斗生气。“沉思”罗汉别出神韵，他低垂着双目，凝视着下前方，似乎在思索着一个什么问题，想求得答案，这种深思沉想，专注探求的精神令人感佩。雕塑者虽然塑的是佛国罗汉，但充满世态人情，俨然生活在世上人间。罗汉的服装层次分明，衣褶流转自然，表现出质感。800多年前的工匠将写实与传神巧妙地结合在一起，显示了12世纪中国雕塑艺术的高超水准。
殿后是用楠木建成的净因堂，堂前金桂生花，玉兰飘香，堂外松竹苍苍，桃李争妍，确如清诗人顾超云：“山中幽绝处，当以此居先。绿竹深无暑，清池小有天”。",8:00,17:00,,,1,,1
独墅湖,山水景观,26,120.720405,31.275032,53,5,2,0,"独墅湖位于苏州工业园区，金鸡湖南，尹山湖东北，面积大约11.52平方公里，因宋朝时期的一次大地震而形成。独墅湖又名渎墅湖、渎树湖，属中小型湖泊，是《江苏省湖泊保护名录》中的湖泊之一，位于苏州市工业园区西南部，与吴中区交界，北通金鸡湖与娄江相连，南经斜港接通吴淞江。
独墅湖景色秀丽，湖水清澈，是苏州地区较大的淡水湖之一，比金鸡湖大一倍。独墅湖隧道从湖底穿过，将湖东与湖西串联起来。",8:00,17:00,,1,,,1
沙家浜,山水景观,31,120.800713,31.634811,42,3,9,60,"沙家浜芦苇荡风景区位于明媚秀丽的江苏省常熟市阳澄湖畔，交通便捷，北离常熟市区10余公里，南达沪宁高速苏州、无锡互通40和50公里，东接常昆线至上海85公里，2003年建成的苏嘉杭高速公路在境内互通，205省道复线和锡太路与之相接，是长三角高速公路网的重要节点。
沙家浜芦苇荡风景区是全国爱国主义教育示范基地、全国百家红色旅游经典景区、国家5A级旅游区、华东地区最大的生态湿地之一，一区占地1000多亩，景区占地6000多亩，拥有独特的历史人文和自然生态资源，已形成了革命传统教育区、红石民俗文化村、国防教育园、军事训练基地、芦苇水陆迷宫、横泾老街影视基地、沙家浜湿地公园、横泾剧场、美食购物区等功能区域。 2017年12月，被评选为全国中小学生研学实践教育基地。",8:00,17:00,,,1,,1
太湖,山水景观,769,120.3202,31.26359,1575,71,129,0,"太湖风景名胜区位于长江三角洲中部，是以太湖、沿湖山丘、岛屿的山水景观为特色，具有悠久文化历史的天然湖泊风景区。
太湖风景名胜区规划总面积3091平方公里，其中景区888平方公里（含太湖水面529平方公里），外围保护地带2203平方公里（含太湖水面1931平方公里）。
太湖风景名胜区的包含的区域分别为苏州市的木渎、石湖、光福、东山、西山、甪直、同里景区；无锡市的梅梁湖、蠡湖、锡惠、马山景区；常熟市的虞山景区；宜兴市的阳羡景区等13个景区和无锡市的泰伯庙、泰伯墓2个独立景点组成。所辖范围涉及2市3县市的35个镇或街道。",8:00,17:00,1,1,,1,1
阳澄湖,山水景观,1710,120.937309,31.416151,4227,266,376,0,"阳澄湖又名阳城湖。在江苏省南部，苏州城东北五公里，跨相城区和昆山市。阳澄湖畔，东依上海，西临苏州，京沪铁路、沪宁高速公路312国道皆傍区而过，与上海虹桥国际机场相距仅半小时车程。它拥有岸线166千米，岸线蜿蜒曲折，富有诗意。南北长17千米，东西最大宽度8千米，面积117平方千米，蓄水量3.7亿立方米。阳澄湖总水面18万亩，太湖下游湖群之一，系古太湖的残留。
湖中纵列沙埂2条，将阳澄湖分为东、中、西3湖。东湖最大，水深1.7-2.5米；中湖和西湖，水深1.5-3.0米。
西纳元和塘来水，东出戚浦塘、杨林塘和济河注入长江，南出娄江与吴淞江、澄湖、淀泖湖群等相通。因此，独特的水域环境、地理位置以及水生环境，造就了阳澄湖大闸蟹有别于其他湖区大闸蟹的特质。
阳澄湖水产资源十分丰富，阳澄湖盛产七十种淡水产品，白鱼、鲢鱼、清水虾、大闸蟹为湖中六宝，其中素有蟹中之王美称的阳澄湖清水大闸蟹更是驰名中外。",8:00,17:00,1,,,1,1
天池山,山水景观,218,120.46408,31.29358,407,8,123,0,"池山上石室，是苏州西部低山丘陵所有石室中保存最为完整的。天池山北竹坞有明文震孟墓，1957年列为江苏省文物保护单位。有市级文物保护单位清冯桂芬墓和明代南京右都御史毛珵墓。宋张廷杰曾隐居此地，营墓立宅，改名就隐山。山南石壁镌刻明赵宧光书书“华山鸟道”四个大字，鸟道下为始建于晋代的华山翠岩寺。
天池山中多泉，寺前有清心泉，寒枯泉，寺旁山上有直径半米多的圆形山泉名“钵盂泉”，还有水声如捣的“地雷泉”，掬手可盈的“盈盈泉”及“天池第一泉”。",8:00,17:00,1,1,,,1
天平山,山水景观,714,120.50295,31.28379,1502,40,205,20,"天平山风景名胜区位于江苏省苏州市吴中区灵天路。海拔221米，山势高峻，因山顶平正故名。
天平山山势峭峻奇险，古称白云山，又名赐山，系北宋名臣范仲淹先祖归葬之地。景区占地近百顷，向以“红枫、奇石、清泉”三绝著称，有万笏朝天、高义叠翠等十八胜景。
2013年4月25日，天平山风景名胜区被评为AAAA级景区。",8:00,17:00,,1,,,1
旺山,山水景观,327,120.610115,31.198538,445,23,73,0,"旺山景区，地理位置优越,拥有得天独厚的生态环境、丰富的自然资源和悠久的历史人文景观。旺山景区是省内首个全国农业旅游示范点，现为国家AAAAA级旅游景区。",8:00,17:00,1,,,,1
西山,山水景观,116,120.299102,31.061996,264,1,36,0,"苏州西山景区，是西洞庭山的简称，南北宽11公里，东西长15公里，面积79.8平方公里，系太湖第一大岛。西山景区是太湖风景名胜区的精华。
苏州西山景区，以群岛风光、花果丛林、吴越以来的古迹见长，以浏览、度假为主的湖岛区。它拥有湖中群岛、湖湾山水、山中坞谷、山顶峰峦四个风景层次。全区规划建设缥缈云场、水月问茶、林屋晚烟、消夏渔歌、甪里犁云、玄阳稻浪、肖山遗踪、毛公积雪、西湖夕照、石 公秋月，风凰烟雨、金铎松篁、文化巽峰、大沙观帆、罗汉古刹、鸡笼梅雪、明湾古村、甪角风涛、天王鱼国、横山旭日等二十个景点。
苏州西山景区，规划面积共计609.3公顷。",8:00,17:00,1,1,,,
虞山剑门,山水景观,419,120.711266,31.664326,747,40,95,0,虞山剑门，在虞山中部最高处，高度为海拔261米，以石景著称。“绝壁云扶将堕石”，形象逼真地描绘出了悬崖凌空的剑门奇景。从南坡拾级而上，山势险峻，长约五百余米，笔直如鞭，古称“霸王鞭”。山道崎 剑门岖，既陡又狭，足下深谷幽险，举目怪石凌空，使人有蜀道难之感。,8:00,17:00,,1,,1,
虎丘山风景区,山水景观,6245,120.6001784,31.327346,11777,731,1189,70,"虎丘山风景名胜区，位于江苏省苏州市姑苏区虎丘山门内8号，在苏州古城西北3.5千米，海拔34.3米，景区面积72.8公顷，核心景区面积15.97公顷，有2500多年的悠久历史。
虎丘又称海涌山，东晋司徒王珣与弟司空王珉于剑池两侧建别墅，后舍宅为寺，名虎丘寺，寺宇沿山而筑，“寺中藏山”为其一大特色。虎丘后山有“虎丘后山胜前山”之说，现存青石小桥、石牌坊、湖石假山。
虎丘山风景名胜区先后被评为全国首批十佳文明风景旅游区示范点，全国文明单位。1996年，被省政府批准为省级风景名胜区。2007年，虎丘山在内的苏州园林被命名为国家AAAAA级旅游景区。2014年，虎丘景区云岩寺塔作为大运河的组成部分列入《世界遗产名录》。",8:00,17:00,,,1,,
金鸡湖,山水景观,10162,120.773658,31.140913,18868,2421,2412,0,"金鸡湖景区位于江苏省苏州市苏州工业园区金鸡湖商务区，景区总面积11.5平方千米，其中水域面积7.4平方千米，属于开放式的国家5A级旅游景区。
金鸡湖景区的苏州文化艺术中心是金鸡奖的永久评奖基地。金鸡湖景区拥有“苏州中心”“东方之门”“音乐喷泉”“文化艺术中心”“月光码头”“诚品书店”“圆融天幕”“国金中心”“望湖角”“李公堤”十大景观景点。拥有金鸡湖国际半程马拉松、金鸡湖龙舟赛、金鸡湖帆船赛、中意文化交流节、金鸡湖桃花节、金鸡湖双年展等固定节庆活动。是中国国家商务旅游示范区“苏州工业园区”的集中展示区和核心区。
2012年7月2日，金鸡湖景区被中华人民共和国文化和旅游部公布为国家5A级旅游景区。",8:00,17:00,,1,,,1
穹窿山风景区,山水景观,1562,120.443649,31.18611,2945,149,285,40,"2013年1月，苏州市吴中太湖旅游区荣膺国家AAAAA级景区。原4A级景区穹窿山成为5A级太湖旅游区的重要景区。
穹窿山景区拥有丰富的自然资源，拾阶而上，步移景易，或苍松翠竹，或泉水潺潺，环境极为清幽静谧。612亩的省级自然保护区——茅蓬坞是一座天然的植物博物馆，拥有牛鼻栓、短穗竹、紫楠等名贵树种以及穹术、三七、党参、灵芝、何首乌等药用植物，已探明的药用植物就有151种。穹隆山景区还是苏州地区最大的“天然森林氧吧”，林间氧气充足，空气中负离子含量每立方米达2万个，是一般空间负离子含量的400至500倍。
穹窿山景区历史悠长，集政治、军事、宗教、文化于一山，丰富的人文景观是其又一资源优势。古代大军事家孙子隐居在此，并写出了中国历史第一部兵书《孙子兵法》十三篇。清帝乾隆六次临山，留下无数鲜为人知的趣闻轶事；西汉大臣朱买臣，曾在此砍柴、读书；抗金名将韩世忠与部下更相聚于此观景赏月。",8:00,17:00,,,1,,
上方山国家森林公园,山水景观,2018,120.5903151,31.2356922,3738,184,382,20,"江苏上方山国家森林公园位于江苏省苏州市吴中区横塘镇，在苏州市区西南侧，是集生态、游览、休闲、科普等为一体的景区，规划面积500公顷。
江苏上方山国家森林公园地处横山主峰七子山的东北支脉，海拔92.6米，属亚热带季风海洋性气候区，森林覆盖率达95%以上，有植物124科205属465种，有楞伽塔、拜郊台、乾隆御道、治平寺、石湖草堂、石佛寺、范成大祠、越公井等20余处景点。
1992年7月，苏州上方山经原国家林业部批准为国家级森林公园。",8:00,17:00,,1,,,1
石湖景区,山水景观,800,120.617821,31.226817,1621,69,169,0,"石湖属于太湖支流，居上方山东麓，太湖之滨，位于江苏省苏州古城西南5000米、太湖以东5000米处，跨苏州虎丘区、吴中区两行政区。
石湖南北长4500米，东西宽2000米，水域面积256万平方米，分为东石湖、西石湖和南石湖三个湖面，共有吴堤、越堤、石堤、杨堤和范堤5堤横卧于水面之上。
石湖是一个以吴越遗迹和田园风光见称的风景区，为太湖国家级风景名胜区的组成部分，宋代诗人范成大晚年定居于此，拥有渔庄、天镜阁、行春桥、石湖串月等景观景物。
2013年，石湖被国家旅游局评为国家AAAA级景区。",8:00,17:00,,1,1,,1
